JANELA,MONEYNESS_ALVO,STOP_CALIBRADO,CENARIO,DIAS,DTE_D0,DTE_RESTANTE,RETORNO_SPOT,N_CONTRATOS,CUSTO_OPCAO,PNL_OPCAO,PNL_SPOT,RET_OPCAO,RET_SPOT,VANTAGEM
Jan→Abr (alta gradual),0.1,0.05,III,15.0,106.96,91.96,0.011877853007351964,2.0761679897831877,8263.148599337086,2094.935013513937,1187.7853007351964,0.02094935013513937,0.011877853007351964,0.009071497127787407
Jan→Abr (alta gradual),0.1,0.05,I,30.0,106.96,76.96,0.07341068513698343,2.0761679897831877,8263.148599337086,9757.989551980985,7341.068513698343,0.09757989551980985,0.07341068513698343,0.024169210382826423
Jan→Abr (alta gradual),0.1,0.05,II,30.0,106.96,76.96,0.07341068513698343,2.0761679897831877,8263.148599337086,18373.152493779497,7341.068513698343,0.18373152493779496,0.07341068513698343,0.11032083980081153
Jan→Abr (alta gradual),0.1,0.05,III,30.0,106.96,76.96,0.07341068513698343,2.0761679897831877,8263.148599337086,21243.59692582428,7341.068513698343,0.2124359692582428,0.07341068513698343,0.13902528412125936
Jan→Abr (alta gradual),0.1,0.05,I,45.0,106.96,58.96,0.03741640477605441,2.0761679897831877,8263.148599337086,-1546.745152388474,3741.640477605441,-0.01546745152388474,0.03741640477605441,-0.05288385629993915
Jan→Abr (alta gradual),0.1,0.05,II,45.0,106.96,58.96,0.03741640477605441,2.0761679897831877,8263.148599337086,7724.55067689999,3741.640477605441,0.0772455067689999,0.03741640477605441,0.039829101992945495
Jan→Abr (alta gradual),0.1,0.05,III,45.0,106.96,58.96,0.03741640477605441,2.0761679897831877,8263.148599337086,8104.615326857723,3741.640477605441,0.08104615326857723,0.03741640477605441,0.04362974849252281
Jan→Abr (alta gradual),0.1,0.05,I,60.0,106.96,45.96,0.050622957966881155,2.0761679897831877,8263.148599337086,-2418.7357080974134,5062.295796688116,-0.024187357080974133,0.050622957966881155,-0.07481031504785529
Jan→Abr (alta gradual),0.1,0.05,II,60.0,106.96,45.96,0.050622957966881155,2.0761679897831877,8263.148599337086,11265.129191363083,5062.295796688116,0.11265129191363082,0.050622957966881155,0.06202833394674967
Jan→Abr (alta gradual),0.1,0.05,III,60.0,106.96,45.96,0.050622957966881155,2.0761679897831877,8263.148599337086,12206.398429951565,5062.295796688116,0.12206398429951565,0.050622957966881155,0.0714410263326345
Jan→Abr (alta gradual),0.1,0.05,I,75.0,106.96,32.0,0.025530766416064846,2.0761679897831877,8263.148599337086,-6809.831006488856,2553.0766416064844,-0.06809831006488856,0.025530766416064846,-0.09362907648095341
Jan→Abr (alta gradual),0.1,0.05,II,75.0,106.96,32.0,0.025530766416064846,2.0761679897831877,8263.148599337086,4901.266792943615,2553.0766416064844,0.04901266792943615,0.025530766416064846,0.023481901513371303
Jan→Abr (alta gradual),0.1,0.05,III,75.0,106.96,32.0,0.025530766416064846,2.0761679897831877,8263.148599337086,5022.010044940786,2553.0766416064844,0.05022010044940786,0.025530766416064846,0.02468933403334302
Jan→Abr (alta gradual),0.1,0.05,I,90.0,106.96,17.0,0.0642966323159607,2.0761679897831877,8263.148599337086,-6539.92916781704,6429.66323159607,-0.06539929167817041,0.0642966323159607,-0.1296959239941311
Jan→Abr (alta gradual),0.1,0.05,II,90.0,106.96,17.0,0.0642966323159607,2.0761679897831877,8263.148599337086,15378.512214339193,6429.66323159607,0.15378512214339193,0.0642966323159607,0.08948848982743123
Jan→Abr (alta gradual),0.1,0.05,III,90.0,106.96,17.0,0.0642966323159607,2.0761679897831877,8263.148599337086,17307.084808562227,6429.66323159607,0.1730708480856223,0.0642966323159607,0.10877421576966156
Jan→Abr (alta gradual),0.1,0.1,I,0.0,106.96,106.96,0.0,5.307955458656101,21125.662725451282,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.1,0.1,II,0.0,106.96,106.96,0.0,5.307955458656101,21125.662725451282,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.1,0.1,III,0.0,106.96,106.96,0.0,5.307955458656101,21125.662725451282,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.1,0.1,I,15.0,106.96,91.96,0.011877853007351964,5.307955458656101,21125.662725451282,-6316.46699580076,1187.7853007351964,-0.0631646699580076,0.011877853007351964,-0.07504252296535957
Jan→Abr (alta gradual),0.1,0.1,II,15.0,106.96,91.96,0.011877853007351964,5.307955458656101,21125.662725451282,5324.850519253758,1187.7853007351964,0.05324850519253758,0.011877853007351964,0.04137065218518561
Jan→Abr (alta gradual),0.1,0.1,III,15.0,106.96,91.96,0.011877853007351964,5.307955458656101,21125.662725451282,5355.935451866941,1187.7853007351964,0.05355935451866941,0.011877853007351964,0.041681501511317436
Jan→Abr (alta gradual),0.1,0.1,I,30.0,106.96,76.96,0.07341068513698343,5.307955458656101,21125.662725451282,24947.39065568368,7341.068513698343,0.24947390655683682,0.07341068513698343,0.17606322141985337
Jan→Abr (alta gradual),0.1,0.1,II,30.0,106.96,76.96,0.07341068513698343,5.307955458656101,21125.662725451282,46973.01738201935,7341.068513698343,0.4697301738201935,0.07341068513698343,0.3963194886832101
Jan→Abr (alta gradual),0.1,0.1,III,30.0,106.96,76.96,0.07341068513698343,5.307955458656101,21125.662725451282,54311.6293184418,7341.068513698343,0.543116293184418,0.07341068513698343,0.46970560804743455
Jan→Abr (alta gradual),0.1,0.1,I,45.0,106.96,58.96,0.03741640477605441,5.307955458656101,21125.662725451282,-3954.426816698793,3741.640477605441,-0.03954426816698793,0.03741640477605441,-0.07696067294304233
Jan→Abr (alta gradual),0.1,0.1,II,45.0,106.96,58.96,0.03741640477605441,5.307955458656101,21125.662725451282,19748.676953351325,3741.640477605441,0.19748676953351324,0.03741640477605441,0.16007036475745884
Jan→Abr (alta gradual),0.1,0.1,III,45.0,106.96,58.96,0.03741640477605441,5.307955458656101,21125.662725451282,20720.354699715208,3741.640477605441,0.20720354699715207,0.03741640477605441,0.16978714222109767
Jan→Abr (alta gradual),0.1,0.1,I,60.0,106.96,45.96,0.050622957966881155,5.307955458656101,21125.662725451282,-6183.768109334357,5062.295796688116,-0.061837681093343574,0.050622957966881155,-0.11246063906022473
Jan→Abr (alta gradual),0.1,0.1,II,60.0,106.96,45.96,0.050622957966881155,5.307955458656101,21125.662725451282,28800.561552827996,5062.295796688116,0.28800561552827997,0.050622957966881155,0.2373826575613988
Jan→Abr (alta gradual),0.1,0.1,III,60.0,106.96,45.96,0.050622957966881155,5.307955458656101,21125.662725451282,31207.021539504007,5062.295796688116,0.31207021539504004,0.050622957966881155,0.26144725742815894
Jan→Abr (alta gradual),0.1,0.1,I,75.0,106.96,32.0,0.025530766416064846,5.307955458656101,21125.662725451282,-17410.09390439201,2553.0766416064844,-0.17410093904392013,0.025530766416064846,-0.19963170545998496
Jan→Abr (alta gradual),0.1,0.1,II,75.0,106.96,32.0,0.025530766416064846,5.307955458656101,21125.662725451282,12530.6362278766,2553.0766416064844,0.125306362278766,0.025530766416064846,0.09977559586270116
Jan→Abr (alta gradual),0.1,0.1,III,75.0,106.96,32.0,0.025530766416064846,5.307955458656101,21125.662725451282,12839.329843560947,2553.0766416064844,0.12839329843560945,0.025530766416064846,0.10286253201954464
Jan→Abr (alta gradual),0.1,0.1,I,90.0,106.96,17.0,0.0642966323159607,5.307955458656101,21125.662725451282,-16720.059694766718,6429.66323159607,-0.16720059694766717,0.0642966323159607,-0.2314972292636279
Jan→Abr (alta gradual),0.1,0.1,II,90.0,106.96,17.0,0.0642966323159607,5.307955458656101,21125.662725451282,39316.88488398072,6429.66323159607,0.3931688488398072,0.0642966323159607,0.3288722165238465
Jan→Abr (alta gradual),0.1,0.1,III,90.0,106.96,17.0,0.0642966323159607,5.307955458656101,21125.662725451282,44247.49622145237,6429.66323159607,0.4424749622145237,0.0642966323159607,0.37817832989856304
Jan→Abr (alta gradual),0.1,0.15,I,0.0,106.96,106.96,0.0,9.536190254544088,37954.03721308547,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.1,0.15,II,0.0,106.96,106.96,0.0,9.536190254544088,37954.03721308547,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.1,0.15,III,0.0,106.96,106.96,0.0,9.536190254544088,37954.03721308547,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.1,0.15,I,15.0,106.96,91.96,0.011877853007351964,9.536190254544088,37954.03721308547,-11348.066402907463,1187.7853007351964,-0.11348066402907463,0.011877853007351964,-0.12535851703642661
Jan→Abr (alta gradual),0.1,0.15,II,15.0,106.96,91.96,0.011877853007351964,9.536190254544088,37954.03721308547,9566.543657747305,1187.7853007351964,0.09566543657747305,0.011877853007351964,0.08378758357012107
Jan→Abr (alta gradual),0.1,0.15,III,15.0,106.96,91.96,0.011877853007351964,9.536190254544088,37954.03721308547,9622.390364404493,1187.7853007351964,0.09622390364404493,0.011877853007351964,0.08434605063669297
Jan→Abr (alta gradual),0.1,0.15,I,30.0,106.96,76.96,0.07341068513698343,9.536190254544088,37954.03721308547,44820.094196357226,7341.068513698343,0.44820094196357224,0.07341068513698343,0.3747902568265888
Jan→Abr (alta gradual),0.1,0.15,II,30.0,106.96,76.96,0.07341068513698343,9.536190254544088,37954.03721308547,84390.99274174315,7341.068513698343,0.8439099274174314,0.07341068513698343,0.7704992422804481
Jan→Abr (alta gradual),0.1,0.15,III,30.0,106.96,76.96,0.07341068513698343,9.536190254544088,37954.03721308547,97575.4288537431,7341.068513698343,0.975754288537431,0.07341068513698343,0.9023436034004476
Jan→Abr (alta gradual),0.1,0.15,I,45.0,106.96,58.96,0.03741640477605441,9.536190254544088,37954.03721308547,-7104.4617396353415,3741.640477605441,-0.07104461739635341,0.03741640477605441,-0.10846102217240783
Jan→Abr (alta gradual),0.1,0.15,II,45.0,106.96,58.96,0.03741640477605441,9.536190254544088,37954.03721308547,35480.16598284909,3741.640477605441,0.3548016598284909,0.03741640477605441,0.3173852550524365
Jan→Abr (alta gradual),0.1,0.15,III,45.0,106.96,58.96,0.03741640477605441,9.536190254544088,37954.03721308547,37225.86711534855,3741.640477605441,0.3722586711534855,0.03741640477605441,0.3348422663774311
Jan→Abr (alta gradual),0.1,0.15,I,60.0,106.96,45.96,0.050622957966881155,9.536190254544088,37954.03721308547,-11109.661646543862,5062.295796688116,-0.11109661646543861,0.050622957966881155,-0.1617195744323198
Jan→Abr (alta gradual),0.1,0.15,II,60.0,106.96,45.96,0.050622957966881155,9.536190254544088,37954.03721308547,51742.64112514094,5062.295796688116,0.5174264112514094,0.050622957966881155,0.4668034532845282
Jan→Abr (alta gradual),0.1,0.15,III,60.0,106.96,45.96,0.050622957966881155,9.536190254544088,37954.03721308547,56066.0497241084,5062.295796688116,0.560660497241084,0.050622957966881155,0.5100375392742028
Jan→Abr (alta gradual),0.1,0.15,I,75.0,106.96,32.0,0.025530766416064846,9.536190254544088,37954.03721308547,-31278.70403490461,2553.0766416064844,-0.3127870403490461,0.025530766416064846,-0.3383178067651109
Jan→Abr (alta gradual),0.1,0.15,II,75.0,106.96,32.0,0.025530766416064846,9.536190254544088,37954.03721308547,22512.346233924167,2553.0766416064844,0.22512346233924166,0.025530766416064846,0.19959269592317683
Jan→Abr (alta gradual),0.1,0.15,III,75.0,106.96,32.0,0.025530766416064846,9.536190254544088,37954.03721308547,23066.940384620822,2553.0766416064844,0.23066940384620824,0.025530766416064846,0.20513863743014338
Jan→Abr (alta gradual),0.1,0.15,I,90.0,106.96,17.0,0.0642966323159607,9.536190254544088,37954.03721308547,-30038.999301813874,6429.66323159607,-0.30038999301813873,0.0642966323159607,-0.36468662533409946
Jan→Abr (alta gradual),0.1,0.15,II,90.0,106.96,17.0,0.0642966323159607,9.536190254544088,37954.03721308547,70636.10412521745,6429.66323159607,0.7063610412521745,0.0642966323159607,0.6420644089362137
Jan→Abr (alta gradual),0.1,0.15,III,90.0,106.96,17.0,0.0642966323159607,9.536190254544088,37954.03721308547,79494.36379818885,6429.66323159607,0.7949436379818885,0.0642966323159607,0.7306470056659278
Jan→Abr (alta gradual),0.15,0.05,I,0.0,106.96,106.96,0.0,5.876709714387835,8109.859405855213,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.15,0.05,II,0.0,106.96,106.96,0.0,5.876709714387835,8109.859405855213,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.15,0.05,III,0.0,106.96,106.96,0.0,5.876709714387835,8109.859405855213,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.15,0.05,I,15.0,106.96,91.96,0.011877853007351964,5.876709714387835,8109.859405855213,-4025.5461543556676,1187.7853007351964,-0.04025546154355668,0.011877853007351964,-0.05213331455090864
Jan→Abr (alta gradual),0.15,0.05,II,15.0,106.96,91.96,0.011877853007351964,5.876709714387835,8109.859405855213,2630.817001505247,1187.7853007351964,0.02630817001505247,0.011877853007351964,0.014430317007700505
Jan→Abr (alta gradual),0.15,0.05,III,15.0,106.96,91.96,0.011877853007351964,5.876709714387835,8109.859405855213,2649.114979307155,1187.7853007351964,0.026491149793071548,0.011877853007351964,0.014613296785719586
Jan→Abr (alta gradual),0.15,0.05,I,30.0,106.96,76.96,0.07341068513698343,5.876709714387835,8109.859405855213,7962.941662995518,7341.068513698343,0.07962941662995518,0.07341068513698343,0.006218731492971747
Jan→Abr (alta gradual),0.15,0.05,II,30.0,106.96,76.96,0.07341068513698343,5.876709714387835,8109.859405855213,25128.56100206643,7341.068513698343,0.2512856100206643,0.07341068513698343,0.17787492488368087
Jan→Abr (alta gradual),0.15,0.05,III,30.0,106.96,76.96,0.07341068513698343,5.876709714387835,8109.859405855213,29448.39530830292,7341.068513698343,0.2944839530830292,0.07341068513698343,0.22107326794604573
Jan→Abr (alta gradual),0.15,0.05,I,45.0,106.96,58.96,0.03741640477605441,5.876709714387835,8109.859405855213,-4730.751320082208,3741.640477605441,-0.04730751320082208,0.03741640477605441,-0.08472391797687649
Jan→Abr (alta gradual),0.15,0.05,II,45.0,106.96,58.96,0.03741640477605441,5.876709714387835,8109.859405855213,10163.453924612511,3741.640477605441,0.10163453924612512,0.03741640477605441,0.06421813447007071
Jan→Abr (alta gradual),0.15,0.05,III,45.0,106.96,58.96,0.03741640477605441,5.876709714387835,8109.859405855213,10735.426785381536,3741.640477605441,0.10735426785381537,0.03741640477605441,0.06993786307776095
Jan→Abr (alta gradual),0.15,0.05,I,60.0,106.96,45.96,0.050622957966881155,5.876709714387835,8109.859405855213,-5700.4084229562,5062.295796688116,-0.057004084229562005,0.050622957966881155,-0.10762704219644316
Jan→Abr (alta gradual),0.15,0.05,II,60.0,106.96,45.96,0.050622957966881155,5.876709714387835,8109.859405855213,15063.38467650356,5062.295796688116,0.1506338467650356,0.050622957966881155,0.10001088879815445
Jan→Abr (alta gradual),0.15,0.05,III,60.0,106.96,45.96,0.050622957966881155,5.876709714387835,8109.859405855213,16479.934358798953,5062.295796688116,0.16479934358798953,0.050622957966881155,0.11417638562110838
Jan→Abr (alta gradual),0.15,0.05,I,75.0,106.96,32.0,0.025530766416064846,5.876709714387835,8109.859405855213,-7595.647305846278,2553.0766416064844,-0.07595647305846277,0.025530766416064846,-0.10148723947452763
Jan→Abr (alta gradual),0.15,0.05,II,75.0,106.96,32.0,0.025530766416064846,5.876709714387835,8109.859405855213,6339.16227634092,2553.0766416064844,0.06339162276340919,0.025530766416064846,0.03786085634734435
Jan→Abr (alta gradual),0.15,0.05,III,75.0,106.96,32.0,0.025530766416064846,5.876709714387835,8109.859405855213,6520.873107040532,2553.0766416064844,0.06520873107040533,0.025530766416064846,0.039677964654340474
Jan→Abr (alta gradual),0.15,0.05,I,90.0,106.96,17.0,0.0642966323159607,5.876709714387835,8109.859405855213,-7933.5581144235775,6429.66323159607,-0.07933558114423578,0.0642966323159607,-0.14363221346019647
Jan→Abr (alta gradual),0.15,0.05,II,90.0,106.96,17.0,0.0642966323159607,5.876709714387835,8109.859405855213,20858.26841149543,6429.66323159607,0.20858268411495431,0.0642966323159607,0.14428605179899362
Jan→Abr (alta gradual),0.15,0.05,III,90.0,106.96,17.0,0.0642966323159607,5.876709714387835,8109.859405855213,23760.646162336416,6429.66323159607,0.23760646162336416,0.0642966323159607,0.17330982930740346
Jan→Abr (alta gradual),0.15,0.1,I,0.0,106.96,106.96,0.0,320.88998681247546,442828.1818012161,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.15,0.1,II,0.0,106.96,106.96,0.0,320.88998681247546,442828.1818012161,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.15,0.1,III,0.0,106.96,106.96,0.0,320.88998681247546,442828.1818012161,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.15,0.1,I,15.0,106.96,91.96,0.011877853007351964,320.88998681247546,442828.1818012161,-219809.64096654576,1187.7853007351964,-2.1980964096654576,0.011877853007351964,-2.2099742626728096
Jan→Abr (alta gradual),0.15,0.1,II,15.0,106.96,91.96,0.011877853007351964,320.88998681247546,442828.1818012161,143652.29421698494,1187.7853007351964,1.4365229421698493,0.011877853007351964,1.4246450891624973
Jan→Abr (alta gradual),0.15,0.1,III,15.0,106.96,91.96,0.011877853007351964,320.88998681247546,442828.1818012161,144651.4311730224,1187.7853007351964,1.446514311730224,0.011877853007351964,1.434636458722872
Jan→Abr (alta gradual),0.15,0.1,I,30.0,106.96,76.96,0.07341068513698343,320.88998681247546,442828.1818012161,434805.9321309042,7341.068513698343,4.348059321309043,0.07341068513698343,4.274648636172059
Jan→Abr (alta gradual),0.15,0.1,II,30.0,106.96,76.96,0.07341068513698343,320.88998681247546,442828.1818012161,1372111.9470692694,7341.068513698343,13.721119470692694,0.07341068513698343,13.647708785555709
Jan→Abr (alta gradual),0.15,0.1,III,30.0,106.96,76.96,0.07341068513698343,320.88998681247546,442828.1818012161,1607990.8046154433,7341.068513698343,16.079908046154433,0.07341068513698343,16.00649736101745
Jan→Abr (alta gradual),0.15,0.1,I,45.0,106.96,58.96,0.03741640477605441,320.88998681247546,442828.1818012161,-258316.43938404278,3741.640477605441,-2.583164393840428,0.03741640477605441,-2.620580798616482
Jan→Abr (alta gradual),0.15,0.1,II,45.0,106.96,58.96,0.03741640477605441,320.88998681247546,442828.1818012161,554962.0032878957,3741.640477605441,5.549620032878957,0.03741640477605441,5.512203628102903
Jan→Abr (alta gradual),0.15,0.1,III,45.0,106.96,58.96,0.03741640477605441,320.88998681247546,442828.1818012161,586193.8273305072,3741.640477605441,5.861938273305072,0.03741640477605441,5.824521868529018
Jan→Abr (alta gradual),0.15,0.1,I,60.0,106.96,45.96,0.050622957966881155,320.88998681247546,442828.1818012161,-311263.28720810125,5062.295796688116,-3.1126328720810124,0.050622957966881155,-3.163255830047894
Jan→Abr (alta gradual),0.15,0.1,II,60.0,106.96,45.96,0.050622957966881155,320.88998681247546,442828.1818012161,822516.2625202065,5062.295796688116,8.225162625202065,0.050622957966881155,8.174539667235184
Jan→Abr (alta gradual),0.15,0.1,III,60.0,106.96,45.96,0.050622957966881155,320.88998681247546,442828.1818012161,899865.0905145692,5062.295796688116,8.998650905145691,0.050622957966881155,8.948027947178812
Jan→Abr (alta gradual),0.15,0.1,I,75.0,106.96,32.0,0.025530766416064846,320.88998681247546,442828.1818012161,-414750.3079551246,2553.0766416064844,-4.147503079551246,0.025530766416064846,-4.173033845967311
Jan→Abr (alta gradual),0.15,0.1,II,75.0,106.96,32.0,0.025530766416064846,320.88998681247546,442828.1818012161,346141.5993165276,2553.0766416064844,3.461415993165276,0.025530766416064846,3.4358852267492113
Jan→Abr (alta gradual),0.15,0.1,III,75.0,106.96,32.0,0.025530766416064846,320.88998681247546,442828.1818012161,356063.679681349,2553.0766416064844,3.5606367968134904,0.025530766416064846,3.5351060303974258
Jan→Abr (alta gradual),0.15,0.1,I,90.0,106.96,17.0,0.0642966323159607,320.88998681247546,442828.1818012161,-433201.48219684185,6429.66323159607,-4.332014821968419,0.0642966323159607,-4.396311454284379
Jan→Abr (alta gradual),0.15,0.1,II,90.0,106.96,17.0,0.0642966323159607,320.88998681247546,442828.1818012161,1138938.249597217,6429.66323159607,11.38938249597217,0.0642966323159607,11.325085863656208
Jan→Abr (alta gradual),0.15,0.1,III,90.0,106.96,17.0,0.0642966323159607,320.88998681247546,442828.1818012161,1297418.7605389084,6429.66323159607,12.974187605389083,0.0642966323159607,12.909890973073123
Jan→Abr (alta gradual),0.15,0.15,I,0.0,106.96,106.96,0.0,6.100143113803924,8418.197497049416,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.15,0.15,II,0.0,106.96,106.96,0.0,6.100143113803924,8418.197497049416,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.15,0.15,III,0.0,106.96,106.96,0.0,6.100143113803924,8418.197497049416,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.15,0.15,I,15.0,106.96,91.96,0.011877853007351964,6.100143113803924,8418.197497049416,-4178.598032955689,1187.7853007351964,-0.04178598032955689,0.011877853007351964,-0.05366383333690885
Jan→Abr (alta gradual),0.15,0.15,II,15.0,106.96,91.96,0.011877853007351964,6.100143113803924,8418.197497049416,2730.8410650469305,1187.7853007351964,0.027308410650469305,0.011877853007351964,0.01543055764311734
Jan→Abr (alta gradual),0.15,0.15,III,15.0,106.96,91.96,0.011877853007351964,6.100143113803924,8418.197497049416,2749.834734754925,1187.7853007351964,0.027498347347549253,0.011877853007351964,0.015620494340197287
Jan→Abr (alta gradual),0.15,0.15,I,30.0,106.96,76.96,0.07341068513698343,6.100143113803924,8418.197497049416,8265.693919204317,7341.068513698343,0.08265693919204317,0.07341068513698343,0.009246254055059744
Jan→Abr (alta gradual),0.15,0.15,II,30.0,106.96,76.96,0.07341068513698343,6.100143113803924,8418.197497049416,26083.95272294389,7341.068513698343,0.2608395272294389,0.07341068513698343,0.18742884209245544
Jan→Abr (alta gradual),0.15,0.15,III,30.0,106.96,76.96,0.07341068513698343,6.100143113803924,8418.197497049416,30568.02778818768,7341.068513698343,0.3056802778818768,0.07341068513698343,0.23226959274489337
Jan→Abr (alta gradual),0.15,0.15,I,45.0,106.96,58.96,0.03741640477605441,6.100143113803924,8418.197497049416,-4910.6152066121585,3741.640477605441,-0.04910615206612159,0.03741640477605441,-0.086522556842176
Jan→Abr (alta gradual),0.15,0.15,II,45.0,106.96,58.96,0.03741640477605441,6.100143113803924,8418.197497049416,10549.869992539989,3741.640477605441,0.10549869992539988,0.03741640477605441,0.06808229514934548
Jan→Abr (alta gradual),0.15,0.15,III,45.0,106.96,58.96,0.03741640477605441,6.100143113803924,8418.197497049416,11143.589348689327,3741.640477605441,0.11143589348689327,0.03741640477605441,0.07401948871083887
Jan→Abr (alta gradual),0.15,0.15,I,60.0,106.96,45.96,0.050622957966881155,6.100143113803924,8418.197497049416,-5917.138820389807,5062.295796688116,-0.05917138820389807,0.050622957966881155,-0.10979434617077923
Jan→Abr (alta gradual),0.15,0.15,II,60.0,106.96,45.96,0.050622957966881155,6.100143113803924,8418.197497049416,15636.096858754681,5062.295796688116,0.1563609685875468,0.050622957966881155,0.10573801062066567
Jan→Abr (alta gradual),0.15,0.15,III,60.0,106.96,45.96,0.050622957966881155,6.100143113803924,8418.197497049416,17106.50397596508,5062.295796688116,0.1710650397596508,0.050622957966881155,0.12044208179276963
Jan→Abr (alta gradual),0.15,0.15,I,75.0,106.96,32.0,0.025530766416064846,6.100143113803924,8418.197497049416,-7884.434974591572,2553.0766416064844,-0.07884434974591573,0.025530766416064846,-0.10437511616198057
Jan→Abr (alta gradual),0.15,0.15,II,75.0,106.96,32.0,0.025530766416064846,6.100143113803924,8418.197497049416,6580.178192676787,2553.0766416064844,0.06580178192676787,0.025530766416064846,0.04027101551070303
Jan→Abr (alta gradual),0.15,0.15,III,75.0,106.96,32.0,0.025530766416064846,6.100143113803924,8418.197497049416,6768.7976968666935,2553.0766416064844,0.06768797696866694,0.025530766416064846,0.04215721055260209
Jan→Abr (alta gradual),0.15,0.15,I,90.0,106.96,17.0,0.0642966323159607,6.100143113803924,8418.197497049416,-8235.193203635296,6429.66323159607,-0.08235193203635295,0.0642966323159607,-0.14664856435231366
Jan→Abr (alta gradual),0.15,0.15,II,90.0,106.96,17.0,0.0642966323159607,6.100143113803924,8418.197497049416,21651.302956949257,6429.66323159607,0.21651302956949256,0.0642966323159607,0.15221639725353187
Jan→Abr (alta gradual),0.15,0.15,III,90.0,106.96,17.0,0.0642966323159607,6.100143113803924,8418.197497049416,24664.02955242899,6429.66323159607,0.2466402955242899,0.0642966323159607,0.1823436632083292
Abr→Jun (stress SVB),0.02,0.05,I,0.0,88.0,88.0,0.0,0.7108888824057916,7915.74770558849,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.02,0.05,II,0.0,88.0,88.0,0.0,0.7108888824057916,7915.74770558849,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.02,0.05,III,0.0,88.0,88.0,0.0,0.7108888824057916,7915.74770558849,0.0,0.0,0.0,0.0,0.0
Abr→Jun (stress SVB),0.02,0.05,I,15.0,88.0,73.0,0.007473417475963729,0.7108888824057916,7915.74770558849,-785.5322150583995,747.3417475963729,-0.007855322150583995,0.007473417475963729,-0.015328739626547724
Abr→Jun (stress SVB),0.02,0.05,II,15.0,88.0,73.0,0.007473417475963729,0.7108888824057916,7915.74770558849,1056.322719871603,747.3417475963729,0.010563227198716031,0.007473417475963729,0.0030898097227523022
Abr→Jun (stress SVB),0.02,0.05,III,15.0,88.0,73.0,0.007473417475963729,0.7108888824057916,7915.74770558849,1057.429145157693,747.3417475963729,0.01057429145157693,0.007473417475963729,0.0031008739756132014
Abr→Jun (stress SVB),0.02,0.05,I,30.0,88.0,58.0,-0.007764400635313227,0.7108888824057916,7915.74770558849,-3945.433297352143,-776.4400635313227,-0.03945433297352143,-0.007764400635313227,-0.0316899323382082
Abr→Jun (stress SVB),0.02,0.05,II,30.0,88.0,58.0,-0.007764400635313227,0.7108888824057916,7915.74770558849,-1012.3423055330246,-776.4400635313227,-0.010123423055330247,-0.007764400635313227,-0.002359022420017019
Abr→Jun (stress SVB),0.02,0.05,III,30.0,88.0,58.0,-0.007764400635313227,0.7108888824057916,7915.74770558849,-1012.3423055330246,-776.4400635313227,-0.010123423055330247,-0.007764400635313227,-0.002359022420017019
Abr→Jun (stress SVB),0.02,0.05,I,45.0,88.0,43.0,0.017917288036954943,0.7108888824057916,7915.74770558849,-1994.0433151482453,1791.7288036954942,-0.019940433151482452,0.017917288036954943,-0.037857721188437395
Abr→Jun (stress SVB),0.02,0.05,II,45.0,88.0,43.0,0.017917288036954943,0.7108888824057916,7915.74770558849,2667.1117502256393,1791.7288036954942,0.026671117502256394,0.017917288036954943,0.008753829465301451
Abr→Jun (stress SVB),0.02,0.05,III,45.0,88.0,43.0,0.017917288036954943,0.7108888824057916,7915.74770558849,2682.3586374870915,1791.7288036954942,0.026823586374870916,0.017917288036954943,0.008906298337915973
Abr→Jun (stress SVB),0.02,0.05,I,60.0,88.0,28.0,0.038172140787351955,0.7108888824057916,7915.74770558849,433.6422182675324,3817.2140787351955,0.004336422182675324,0.038172140787351955,-0.03383571860467663
Abr→Jun (stress SVB),0.02,0.05,II,60.0,88.0,28.0,0.038172140787351955,0.7108888824057916,7915.74770558849,6238.373423002141,3817.2140787351955,0.06238373423002141,0.038172140787351955,0.024211593442669453
Abr→Jun (stress SVB),0.02,0.05,III,60.0,88.0,28.0,0.038172140787351955,0.7108888824057916,7915.74770558849,6314.2830792366,3817.2140787351955,0.063142830792366,0.038172140787351955,0.02497069000501405
