JANELA,MONEYNESS_ALVO,STOP_CALIBRADO,CENARIO,DIAS,DTE_D0,DTE_RESTANTE,RETORNO_SPOT,N_CONTRATOS,CUSTO_OPCAO,PNL_OPCAO,PNL_SPOT,RET_OPCAO,RET_SPOT,VANTAGEM
Jan→Abr (alta gradual),0.02,0.1,III,0.0,106.96,106.96,0.0,0.8639719318218989,13266.289013125259,0.0,0.0,0.0,0.0,0.0
Jan→Abr (alta gradual),0.02,0.1,I,15.0,106.96,91.96,0.011877853007351964,0.8639719318218989,13266.289013125259,-332.62919375143304,1187.7853007351964,-0.0033262919375143304,0.011877853007351964,-0.015204144944866294
Jan→Abr (alta gradual),0.02,0.1,II,15.0,106.96,91.96,0.011877853007351964,0.8639719318218989,13266.289013125259,2014.6022562273763,1187.7853007351964,0.020146022562273762,0.011877853007351964,0.008268169554921798
Jan→Abr (alta gradual),0.02,0.1,III,15.0,106.96,91.96,0.011877853007351964,0.8639719318218989,13266.289013125259,2015.9385380809774,1187.7853007351964,0.020159385380809774,0.011877853007351964,0.00828153237345781
Jan→Abr (alta gradual),0.02,0.1,I,30.0,106.96,76.96,0.07341068513698343,0.8639719318218989,13266.289013125259,11858.014764255557,7341.068513698343,0.11858014764255556,0.07341068513698343,0.04516946250557214
Jan→Abr (alta gradual),0.02,0.1,II,30.0,106.96,76.96,0.07341068513698343,0.8639719318218989,13266.289013125259,15261.747925965605,7341.068513698343,0.15261747925965605,0.07341068513698343,0.07920679412267262
Jan→Abr (alta gradual),0.02,0.1,III,30.0,106.96,76.96,0.07341068513698343,0.8639719318218989,13266.289013125259,15347.184786730986,7341.068513698343,0.15347184786730986,0.07341068513698343,0.08006116273032643
Jan→Abr (alta gradual),0.02,0.1,I,45.0,106.96,58.96,0.03741640477605441,0.8639719318218989,13266.289013125259,2475.2795846697386,3741.640477605441,0.024752795846697387,0.03741640477605441,-0.012663608929357023
Jan→Abr (alta gradual),0.02,0.1,II,45.0,106.96,58.96,0.03741640477605441,0.8639719318218989,13266.289013125259,6940.741402117275,3741.640477605441,0.06940741402117276,0.03741640477605441,0.03199100924511834
Jan→Abr (alta gradual),0.02,0.1,III,45.0,106.96,58.96,0.03741640477605441,0.8639719318218989,13266.289013125259,6962.936181795861,3741.640477605441,0.0696293618179586,0.03741640477605441,0.032212957041904196
